MU,OPT_USED,N2,T0,F0,F_AVG,F_MIN,F_MAX,AVG_BEST_AT,MIN_BEST_AT,MAX_BEST_AT,INIT_NB_TRUCKS,AVG_NB_TRUCKS,MIN_NB_TRUCKS,MAX_NB_TRUCKS,AVG_EXEC_T,MIN_EXEC_T,MAX_EXEC_T
0.7,R,10000,3,1060.5190302553233,368.19657869617896,358.37230256826217,395.66089877498064,18627.4,7819,28637,7,3.2,3,4,194657810080.0,111723516100,231090343300
0.7,R,10000,4,1007.5051907121025,359.19077942715126,358.37230256826217,361.1335001609543,15605.8,2151,37802,6,3.0,3,3,239470349280.0,200081144300,274997316000
0.7,R,10000,5,902.5724762711778,391.67000149698913,358.37230256826217,447.75347006381037,5895.1,1544,14490,6,3.0,3,3,1336592746800.0,245052876700,1527480698300
0.7,R,10000,6,1088.2275475645372,387.1882022869294,358.37230256826217,446.33248773452567,6865.8,884,29389,7,3.0,3,3,1316331490140.0,334807334000,1571451958500
0.7,R,10000,7,1060.7950878342015,383.7294475496754,361.03467597176893,422.5547065913945,11167.2,1587,29658,7,3.1,3,4,1255997609070.0,226623972100,1462995120000
0.7,R,10000,8,1032.6237054105404,396.68801420379134,358.37230256826217,431.10113143450366,12459.5,633,24596,6,3.2,3,4,1249254377800.0,229578724000,1602300859700
0.7,R,10000,9,1096.974296236648,402.4970092321925,358.37230256826217,450.34695008751316,13888.7,2111,31939,7,3.0,3,3,1323625097990.0,1153182390100,1491676354800
0.7,R,10000,10,973.3295340172502,388.2104940307118,358.37230256826217,446.3152940571937,16072.9,4163,33250,6,3.0,3,3,1105745904830.0,234426022000,1485861515700
0.7,R,10000,15,917.1084997432141,389.44640283039126,358.37230256826217,429.67623478773737,29659.7,1293,51288,6,3.0,3,3,826695214010.0,227698363000,1451951811200
0.7,R,10000,20,966.7724590642905,389.8081810471639,358.37230256826217,436.304561537567,34679.6,24491,50681,6,3.1,3,4,966120427160.0,242318132900,1166096576300
0.7,R,10000,25,928.668712121952,390.7101273405518,358.37230256826217,440.4412542848577,39962.3,27920,64316,6,3.2,3,4,846158838640.0,265656925600,1098117593000
0.7,R,10000,30,972.0863063297677,394.83463082952665,358.37230256826217,478.15705260488124,42512.0,33383,55067,6,3.0,3,3,834270359210.0,279467065500,1119379744400
0.7,R,10000,40,1009.6821124820045,391.0764460733694,358.37230256826217,419.54202182429765,47803.6,30671,63549,6,3.1,3,4,774736722670.0,283745187900,1038386960500
0.7,R,10000,50,1010.8899973471404,398.06146987034424,358.37230256826217,450.0792979064774,52285.4,42060,77258,6,3.1,3,4,744283198370.0,317808808800,932943243400
0.7,R,10000,60,971.0473418889302,401.7753983595193,358.37230256826217,460.22553857492073,58274.2,43025,76849,6,3.1,3,4,659125625250.0,273437706000,891597431300
0.7,R,10000,70,980.5676288427355,412.0614266377576,358.37230256826217,474.18435756691247,55161.7,42372,69557,6,3.0,3,3,715453936240.0,289769894500,931089747300
0.7,R,10000,80,994.9764666919851,394.270021375448,358.37230256826217,451.3339815314314,61677.0,51091,78936,6,3.2,3,4,554509743500.0,288004601700,775251439800
0.7,R,10000,90,1108.5522727816185,389.7776859566444,358.37230256826217,438.07600140804084,63688.2,53422,78711,7,3.0,3,3,597053673120.0,298428843500,805542178800
0.7,R,10000,100,983.3211900146446,379.24778816309464,361.1335001609543,410.2496101356714,62227.7,52311,75485,6,3.0,3,3,622597002880.0,347591748500,765799477200
0.7,R,10000,150,983.3299186853153,392.47484191668434,364.6235401729208,416.9033741314093,70286.9,61802,78031,6,3.2,3,4,472990324920.0,304845820000,636655932900
0.7,R,10000,200,1067.19060498605,398.9948768712708,367.5409320242237,493.01247052971917,70548.0,56057,78277,7,3.1,3,4,483465190960.0,167414953400,664424521500
0.7,R,10000,300,1055.7537793027177,421.8276950741115,374.0327873969646,469.3698568166608,74127.2,70671,77491,7,3.4,3,4,232877309430.0,125483128300,326817638200
0.7,R,10000,400,1035.5187516265012,474.5280512002986,461.3740794733247,489.84447933759395,74857.9,70772,79163,6,4.0,4,4,134393142080.0,122390493000,148027029900
0.7,R,10000,500,987.7401288459074,488.94500436525385,456.98343754122357,505.75207992589503,72644.1,60678,79388,6,4.0,4,4,139700884110.0,105844091600,167748274200
0.7,R,10000,1000,1089.740055331877,528.6590474495307,508.38167263353483,578.2857489704394,65701.9,15266,78484,7,4.0,4,4,230928053560.0,106413966200,1273999858500
0.7,RS,10000,3,1006.359582500789,378.3984938420723,358.37230256826217,398.53386429790737,15301.2,4278,24353,6,3.5,3,4,61370946410.0,51557214800,87220693800
0.7,RS,10000,4,977.8624050170824,369.56173785423846,358.37230256826217,395.6608987749806,15588.8,2613,30538,6,3.3,3,4,65412178630.0,53830701400,76758600400
0.7,RS,10000,5,1093.9725180238584,366.38226132814424,358.37230256826217,395.6608987749806,20660.1,5219,42274,7,3.2,3,4,69103861200.0,53310120100,76384361700
0.7,RS,10000,6,1089.1580188813293,358.914659667882,358.37230256826217,361.13350016095427,24506.9,11684,38728,7,3.0,3,3,74894142150.0,67759273900,81171438600
0.7,RS,10000,7,1002.6545047959482,368.42061819754946,358.37230256826217,437.6677072966957,20117.7,7068,37438,6,3.0,3,3,288218987790.0,71383412300,1341644571900
0.7,RS,10000,8,976.771723788137,359.20066184606975,358.37230256826217,361.1335001609543,25347.9,13234,38698,6,3.0,3,3,199262260620.0,63863891400,1300233612400
0.7,RS,10000,9,973.9637624385886,371.02787037562496,358.37230256826217,426.1933062033417,26169.2,11297,38714,6,3.1,3,4,320762780290.0,67784166100,1309228464200
0.7,RS,10000,10,998.0379687732371,359.19077942715126,358.37230256826217,361.1335001609543,37749.9,25303,43785,6,3.0,3,3,75989311140.0,65457298700,102903152700
0.7,RS,10000,15,1001.0585476223778,362.6998694129264,358.37230256826217,396.12557582952036,38697.3,23502,53375,6,3.1,3,4,179815820250.0,62178301700,1115758185800
0.7,RS,10000,20,994.7472980445149,368.02549689286377,358.37230256826217,398.4910067739297,45253.0,32257,65742,6,3.1,3,4,167899424900.0,66062042900,944109417200
0.7,RS,10000,25,1038.3069558199852,362.8329021511321,358.37230256826217,390.68366779350697,48549.7,36305,58000,6,3.0,3,3,227964553870.0,78174131100,808797186800
0.7,RS,10000,30,1090.0792755315986,360.82764226298923,358.37230256826217,371.0386026529624,51656.6,37723,58129,7,3.0,3,3,170371318580.0,78303470000,951700049200
0.7,RS,10000,40,1066.5030601528206,358.6385399086128,358.37230256826217,361.0346759717689,57209.9,52115,65113,7,3.0,3,3,85239283190.0,81805169100,92047701500
0.7,RS,10000,50,890.3072262670697,366.2756964888368,358.37230256826217,400.11764556729054,66723.5,60480,72075,6,3.2,3,4,85593587890.0,75940368800,90803922400
0.7,RS,10000,60,903.5777643343442,373.21782946676933,358.37230256826217,418.43732474381886,67032.3,56046,79720,6,3.2,3,4,129038043450.0,79471163400,493363385200
0.7,RS,10000,70,1013.5428314507676,366.7235241928398,358.37230256826217,401.4467299806296,73378.7,63621,79870,6,3.1,3,4,87335744070.0,83620945300,94529951800
0.7,RS,10000,80,897.654436938377,363.1252471956906,358.37230256826217,388.6899051729623,68900.2,54880,76622,6,3.0,3,3,120951539100.0,84194810600,383056415600
0.7,RS,10000,90,1053.7876380578361,363.1646475620025,358.37230256826217,398.20980810595995,69469.5,62122,76309,7,3.1,3,4,129173861370.0,83983009900,447481637400
0.7,RS,10000,100,924.4603362347652,365.4322696368987,358.37230256826217,409.7255249215361,72484.8,58202,79628,6,3.0,3,3,148797940370.0,91090436100,616725565800
0.7,RS,10000,150,967.4646730614697,367.0063522242382,358.37230256826217,404.73321542068834,74371.8,64214,79595,6,3.0,3,3,98746053540.0,92628946700,114620159100
0.7,RS,10000,200,1075.037727661626,398.3448257916706,364.87855862071694,432.8112708364532,76916.0,72769,79895,7,3.5,3,4,99281758300.0,94465613300,108457418400
0.7,RS,10000,300,954.1033161382829,437.7707417235395,372.6613147651297,458.26998113063445,75174.3,70574,79632,6,3.8,3,4,109344378230.0,95747756600,192258354100
0.7,RS,10000,400,998.742904712463,471.2002863826102,450.7361151548187,480.1869865836481,74451.2,70632,78215,6,4.0,4,4,101246334070.0,96717564500,107199262400
0.7,RS,10000,500,1106.8679597265595,475.4870641433974,456.9838853614489,487.1371549309565,75601.1,71569,78493,7,4.0,4,4,102992794710.0,98352173200,107779768400
0.7,RS,10000,1000,965.8286648649423,513.6157052105316,506.5330777448221,520.0875053671795,64193.9,29464,79531,6,4.0,4,4,109753892800.0,104822483700,114348309600
0.7,RE,10000,3,1093.6962575872858,365.18682359560563,358.37230256826217,391.39072804192426,11250.9,4169,18232,7,3.0,3,3,82212058850.0,65805694500,101665005600
0.7,RE,10000,4,1025.2982603253251,363.2449432173818,358.37230256826217,393.4903694743685,12867.4,3718,23545,6,3.0,3,3,80238039360.0,62225847300,86690654000
0.7,RE,10000,5,1001.845878990117,360.35972427557124,358.37230256826217,364.63818005626285,17018.8,4078,26592,6,3.0,3,3,83044843310.0,74908110100,87351133200
0.7,RE,10000,6,1087.7715255758762,359.79083688325875,358.37230256826217,367.13407472202874,27696.5,12457,41883,7,3.0,3,3,85658329890.0,75437950400,95690139500
0.7,RE,10000,7,970.6717612970081,361.97929389982227,358.37230256826217,388.9198206984794,31627.7,21966,39558,6,3.0,3,3,88122402860.0,78663163800,100561100100
0.7,RE,10000,8,906.918088939536,361.8407228769791,358.37230256826217,380.41499027423095,35864.3,25563,47096,6,3.0,3,3,89959972910.0,80320013000,96522961600
0.7,RE,10000,9,1084.6674341122357,362.9756055007074,358.37230256826217,386.85428546949123,34751.0,11808,55572,7,3.0,3,3,98040743690.0,90607463200,143567937700
0.7,RE,10000,10,975.8667722256153,363.5899615235069,358.37230256826217,405.12532112451083,34237.0,17280,41860,6,3.0,3,3,94814663170.0,88518642600,100471813100
0.7,RE,10000,15,947.695332338491,362.91248123199176,358.37230256826217,381.56108304277467,45193.8,40184,53376,6,3.0,3,3,104740397840.0,97316321200,117103960200
0.7,RE,10000,20,1078.034692832521,367.9816210259778,358.37230256826217,394.60785599560745,52549.7,42453,62381,7,3.0,3,3,111312493590.0,105834843500,121171517300
