MU,OPT_USED,N2,T0,F0,F_AVG,F_MIN,F_MAX,AVG_BEST_AT,MIN_BEST_AT,MAX_BEST_AT,INIT_NB_TRUCKS,AVG_NB_TRUCKS,MIN_NB_TRUCKS,MAX_NB_TRUCKS,AVG_EXEC_T,MIN_EXEC_T,MAX_EXEC_T
0.96,RE,1000,500,1063.6155741670198,433.8384875143666,433.8384875143666,433.8384875143666,16277.0,16277,16277,7,3.0,3,3,70159042300.0,70159042300,70159042300
0.96,RE,1000,1000,906.8469995005717,389.73420013330536,389.73420013330536,389.73420013330536,17990.0,17990,17990,6,3.0,3,3,79276245300.0,79276245300,79276245300
0.96,RSE,1000,3,1040.0541544668613,380.5109073297396,380.5109073297396,380.5109073297396,8735.0,8735,8735,6,3.0,3,3,53534082400.0,53534082400,53534082400
0.96,RSE,1000,4,912.0113580090053,364.73700424544825,364.73700424544825,364.73700424544825,6334.0,6334,6334,6,3.0,3,3,60358073400.0,60358073400,60358073400
0.96,RSE,1000,5,977.282376588337,361.1335001609543,361.1335001609543,361.1335001609543,5702.0,5702,5702,6,3.0,3,3,61043484200.0,61043484200,61043484200
0.96,RSE,1000,6,975.8178636757276,370.0071462100948,370.0071462100948,370.0071462100948,5106.0,5106,5106,6,3.0,3,3,60379677800.0,60379677800,60379677800
0.96,RSE,1000,7,1144.1028870310265,365.5902469532642,365.5902469532642,365.5902469532642,8861.0,8861,8861,7,3.0,3,3,61730311900.0,61730311900,61730311900
0.96,RSE,1000,8,1031.9867667681497,377.8245589463179,377.8245589463179,377.8245589463179,12478.0,12478,12478,6,3.0,3,3,56471975200.0,56471975200,56471975200
0.96,RSE,1000,9,901.4307419911852,373.94355986118194,373.94355986118194,373.94355986118194,9795.0,9795,9795,6,3.0,3,3,62880661100.0,62880661100,62880661100
0.96,RSE,1000,10,999.3029871649612,389.97135158201723,389.97135158201723,389.97135158201723,11643.0,11643,11643,6,3.0,3,3,53974542700.0,53974542700,53974542700
0.96,RSE,1000,15,969.6218209094793,394.0920683292824,394.0920683292824,394.0920683292824,72825.0,72825,72825,6,3.0,3,3,53933719100.0,53933719100,53933719100
0.96,RSE,1000,20,1000.6789553968257,377.4661189964909,377.4661189964909,377.4661189964909,15375.0,15375,15375,6,3.0,3,3,59859793400.0,59859793400,59859793400
0.96,RSE,1000,25,1013.8396654293011,449.96284141183594,449.96284141183594,449.96284141183594,7039.0,7039,7039,6,3.0,3,3,52995657100.0,52995657100,52995657100
0.96,RSE,1000,30,1021.9437278805347,405.00407783773437,405.00407783773437,405.00407783773437,23321.0,23321,23321,6,3.0,3,3,53109472900.0,53109472900,53109472900
