MU,OPT_USED,N2,T0,F0,F_AVG,F_MIN,F_MAX,AVG_BEST_AT,MIN_BEST_AT,MAX_BEST_AT,INIT_NB_TRUCKS,AVG_NB_TRUCKS,MIN_NB_TRUCKS,MAX_NB_TRUCKS,AVG_EXEC_T,MIN_EXEC_T,MAX_EXEC_T
0.85,R,10000,3,1014.2884202499926,361.1335001609543,361.1335001609543,361.1335001609543,33176.0,33176,33176,6,3.0,3,3,65401274100.0,65401274100,65401274100
0.85,R,10000,4,1078.256230454851,365.49142276407883,365.49142276407883,365.49142276407883,1601.0,1601,1601,7,3.0,3,3,1560717401200.0,1560717401200,1560717401200
0.85,R,10000,5,910.5020747587729,389.788965733916,389.788965733916,389.788965733916,3250.0,3250,3250,6,3.0,3,3,3244948612000.0,3244948612000,3244948612000
0.85,R,10000,6,998.0073843838182,367.1340747220288,367.1340747220288,367.1340747220288,12918.0,12918,12918,6,3.0,3,3,3068190756900.0,3068190756900,3068190756900
0.85,R,10000,7,955.8910195153616,374.269134401541,374.269134401541,374.269134401541,5274.0,5274,5274,6,3.0,3,3,3260788405700.0,3260788405700,3260788405700
0.85,R,10000,8,1058.8344094256402,394.27247609732694,394.27247609732694,394.27247609732694,8565.0,8565,8565,7,3.0,3,3,2069671960800.0,2069671960800,2069671960800
0.85,R,10000,9,1076.919775112132,398.81502799325085,398.81502799325085,398.81502799325085,26197.0,26197,26197,7,3.0,3,3,2763438658700.0,2763438658700,2763438658700
0.85,R,10000,10,1008.1719913896188,404.15041498880447,404.15041498880447,404.15041498880447,25584.0,25584,25584,6,3.0,3,3,2892902144200.0,2892902144200,2892902144200
0.85,R,10000,15,989.1778635776732,394.6110527931303,394.6110527931303,394.6110527931303,47689.0,47689,47689,6,3.0,3,3,2544390837900.0,2544390837900,2544390837900
0.85,R,10000,20,1100.6892316158282,365.49142276407883,365.49142276407883,365.49142276407883,56438.0,56438,56438,7,3.0,3,3,2374039494700.0,2374039494700,2374039494700
0.85,R,10000,25,933.4863245098255,417.33326037319154,417.33326037319154,417.33326037319154,51004.0,51004,51004,6,3.0,3,3,2368610069800.0,2368610069800,2368610069800
0.85,R,10000,30,997.9936657110815,364.73700424544825,364.73700424544825,364.73700424544825,69614.0,69614,69614,6,3.0,3,3,2030099997600.0,2030099997600,2030099997600
0.85,R,10000,40,882.5077941521566,393.4671382355933,393.4671382355933,393.4671382355933,68156.0,68156,68156,6,3.0,3,3,2045569206800.0,2045569206800,2045569206800
0.85,R,10000,50,960.4594583897145,409.6758592000275,409.6758592000275,409.6758592000275,64507.0,64507,64507,6,3.0,3,3,2145407053100.0,2145407053100,2145407053100
0.85,R,10000,60,1020.2029335016861,358.37230256826217,358.37230256826217,358.37230256826217,94814.0,94814,94814,6,3.0,3,3,107972283900.0,107972283900,107972283900
0.85,R,10000,70,1054.1692974516486,434.85403379156435,434.85403379156435,434.85403379156435,79083.0,79083,79083,6,3.0,3,3,2042087357600.0,2042087357600,2042087357600
0.85,R,10000,80,1090.1217370900154,400.9074399182765,400.9074399182765,400.9074399182765,77213.0,77213,77213,7,3.0,3,3,2048546981900.0,2048546981900,2048546981900
0.85,R,10000,90,1004.621333773936,373.41731919025665,373.41731919025665,373.41731919025665,88018.0,88018,88018,6,3.0,3,3,1876528405300.0,1876528405300,1876528405300
0.85,R,10000,100,960.5635348580988,460.5419994440778,460.5419994440778,460.5419994440778,75423.0,75423,75423,6,3.0,3,3,2047377268000.0,2047377268000,2047377268000
0.85,R,10000,150,938.1386271244918,435.40172493205273,435.40172493205273,435.40172493205273,91046.0,91046,91046,6,4.0,4,4,1697744209400.0,1697744209400,1697744209400
0.85,R,10000,200,937.0655953495194,397.71814249602204,397.71814249602204,397.71814249602204,96759.0,96759,96759,6,3.0,3,3,1542938583900.0,1542938583900,1542938583900
0.85,R,10000,300,994.9672629072676,358.37230256826217,358.37230256826217,358.37230256826217,113703.0,113703,113703,6,3.0,3,3,225222605800.0,225222605800,225222605800
0.85,R,10000,400,1056.4011474903402,383.8519061083515,383.8519061083515,383.8519061083515,123905.0,123905,123905,7,3.0,3,3,230181201600.0,230181201600,230181201600
0.85,R,10000,500,1111.9921271543597,361.03467597176893,361.03467597176893,361.03467597176893,111366.0,111366,111366,7,3.0,3,3,1417846567600.0,1417846567600,1417846567600
0.85,R,10000,1000,938.2859743861299,361.03467597176893,361.03467597176893,361.03467597176893,131315.0,131315,131315,6,3.0,3,3,217594555500.0,217594555500,217594555500
0.85,RS,10000,3,949.2955837282713,365.44337038012765,365.44337038012765,365.44337038012765,8725.0,8725,8725,6,3.0,3,3,123472986800.0,123472986800,123472986800
0.85,RS,10000,4,1126.5439705974875,358.37230256826217,358.37230256826217,358.37230256826217,7656.0,7656,7656,7,3.0,3,3,167411863700.0,167411863700,167411863700
0.85,RS,10000,5,902.0211783591658,358.37230256826217,358.37230256826217,358.37230256826217,23920.0,23920,23920,6,3.0,3,3,142776489900.0,142776489900,142776489900
0.85,RS,10000,6,1097.5517383747133,358.37230256826217,358.37230256826217,358.37230256826217,56334.0,56334,56334,7,3.0,3,3,132507393000.0,132507393000,132507393000
0.85,RS,10000,7,895.2007855958881,358.37230256826217,358.37230256826217,358.37230256826217,35002.0,35002,35002,6,3.0,3,3,167287967800.0,167287967800,167287967800
0.85,RS,10000,8,1015.3758483538444,358.37230256826217,358.37230256826217,358.37230256826217,44344.0,44344,44344,6,3.0,3,3,121177802000.0,121177802000,121177802000
