MU,OPT_USED,N2,T0,F0,F_AVG,F_MIN,F_MAX,AVG_BEST_AT,MIN_BEST_AT,MAX_BEST_AT,INIT_NB_TRUCKS,AVG_NB_TRUCKS,MIN_NB_TRUCKS,MAX_NB_TRUCKS,AVG_EXEC_T,MIN_EXEC_T,MAX_EXEC_T
0.95,R,1000,3,1077.1508273900758,384.2273745069996,384.2273745069996,384.2273745069996,3053.0,3053,3053,7,3.0,3,3,27048053400.0,27048053400,27048053400
0.95,R,1000,4,987.064461592742,394.29458209843824,394.29458209843824,394.29458209843824,6973.0,6973,6973,6,4.0,4,4,27415013900.0,27415013900,27415013900
0.95,R,1000,5,984.6917235899011,398.63268848709276,398.63268848709276,398.63268848709276,10675.0,10675,10675,6,4.0,4,4,25976386600.0,25976386600,25976386600
0.95,R,1000,6,873.7736659290282,407.316770795343,407.316770795343,407.316770795343,8155.0,8155,8155,6,4.0,4,4,26377683400.0,26377683400,26377683400
0.95,R,1000,7,972.3053121461188,361.1335001609543,361.1335001609543,361.1335001609543,5565.0,5565,5565,6,3.0,3,3,32716266700.0,32716266700,32716266700
0.95,R,1000,8,1069.2165819008403,400.41683080960223,400.41683080960223,400.41683080960223,10576.0,10576,10576,7,4.0,4,4,30619966300.0,30619966300,30619966300
0.95,R,1000,9,1071.2521485504185,358.37230256826217,358.37230256826217,358.37230256826217,6330.0,6330,6330,7,3.0,3,3,35070607400.0,35070607400,35070607400
0.95,R,1000,10,1023.6055958760026,384.3560448685124,384.3560448685124,384.3560448685124,6755.0,6755,6755,6,3.0,3,3,30329754200.0,30329754200,30329754200
0.95,R,1000,15,1089.031153906951,362.82904936057207,362.82904936057207,362.82904936057207,8383.0,8383,8383,7,3.0,3,3,33546727300.0,33546727300,33546727300
0.95,R,1000,20,1020.9028555334608,398.65921147127295,398.65921147127295,398.65921147127295,13083.0,13083,13083,6,4.0,4,4,29719681500.0,29719681500,29719681500
0.95,R,1000,25,937.7140859422369,410.37035473417507,410.37035473417507,410.37035473417507,13675.0,13675,13675,6,4.0,4,4,28485520200.0,28485520200,28485520200
0.95,R,1000,30,971.9111993654492,393.09808930234874,393.09808930234874,393.09808930234874,8550.0,8550,8550,6,3.0,3,3,43746771100.0,43746771100,43746771100
0.95,R,1000,40,1129.1444059424978,379.8625452638534,379.8625452638534,379.8625452638534,11697.0,11697,11697,7,3.0,3,3,33139385300.0,33139385300,33139385300
0.95,R,1000,50,916.8525400085914,410.4118207902501,410.4118207902501,410.4118207902501,14545.0,14545,14545,6,4.0,4,4,29063018600.0,29063018600,29063018600
0.95,R,1000,60,1054.2079722929047,402.99061109021727,402.99061109021727,402.99061109021727,12683.0,12683,12683,7,4.0,4,4,32977280400.0,32977280400,32977280400
0.95,R,1000,70,945.1811723821368,408.7127497679463,408.7127497679463,408.7127497679463,13874.0,13874,13874,6,4.0,4,4,31214530100.0,31214530100,31214530100
0.95,R,1000,80,1019.2526204218832,403.20228595367996,403.20228595367996,403.20228595367996,13277.0,13277,13277,6,4.0,4,4,34479253800.0,34479253800,34479253800
0.95,R,1000,90,1019.2285497009232,399.50622286875364,399.50622286875364,399.50622286875364,14675.0,14675,14675,6,4.0,4,4,32374898100.0,32374898100,32374898100
0.95,R,1000,100,1067.0043699832233,379.1483587370842,379.1483587370842,379.1483587370842,11907.0,11907,11907,7,3.0,3,3,56208776800.0,56208776800,56208776800
0.95,R,1000,150,1016.3380312340137,391.54753104146766,391.54753104146766,391.54753104146766,12306.0,12306,12306,6,3.0,3,3,51916871300.0,51916871300,51916871300
0.95,R,1000,200,978.171315677449,376.6126782135742,376.6126782135742,376.6126782135742,14199.0,14199,14199,6,3.0,3,3,39233624100.0,39233624100,39233624100
0.95,R,1000,300,1109.1705707363994,361.9758066527561,361.9758066527561,361.9758066527561,13414.0,13414,13414,7,3.0,3,3,41121889000.0,41121889000,41121889000
0.95,R,1000,400,919.8096608788969,375.5421945693131,375.5421945693131,375.5421945693131,15192.0,15192,15192,6,3.0,3,3,35816462800.0,35816462800,35816462800
0.95,R,1000,500,1013.2295382233096,404.29750867714444,404.29750867714444,404.29750867714444,14321.0,14321,14321,6,3.0,3,3,175972089200.0,175972089200,175972089200
0.95,R,1000,1000,1058.3409344941158,361.0346759717689,361.0346759717689,361.0346759717689,16187.0,16187,16187,7,3.0,3,3,36196195800.0,36196195800,36196195800
0.95,RS,1000,3,965.9671223798762,394.29458209843824,394.29458209843824,394.29458209843824,8479.0,8479,8479,6,4.0,4,4,26773051800.0,26773051800,26773051800
0.95,RS,1000,4,1005.6752588823472,398.53386429790737,398.53386429790737,398.53386429790737,10484.0,10484,10484,6,4.0,4,4,25923070500.0,25923070500,25923070500
0.95,RS,1000,5,963.9894452981254,406.4260428709765,406.4260428709765,406.4260428709765,11680.0,11680,11680,6,4.0,4,4,25869611000.0,25869611000,25869611000
0.95,RS,1000,6,1102.4290996646841,361.9758066527561,361.9758066527561,361.9758066527561,9358.0,9358,9358,7,3.0,3,3,34274046400.0,34274046400,34274046400
0.95,RS,1000,7,1069.2749906550193,361.1335001609543,361.1335001609543,361.1335001609543,5705.0,5705,5705,7,3.0,3,3,34625219700.0,34625219700,34625219700
0.95,RS,1000,8,989.5226866041345,364.878558620717,364.878558620717,364.878558620717,5317.0,5317,5317,6,3.0,3,3,33132767800.0,33132767800,33132767800
0.95,RS,1000,9,1027.294656191989,394.2945820984383,394.2945820984383,394.2945820984383,9986.0,9986,9986,6,4.0,4,4,26508672700.0,26508672700,26508672700
0.95,RS,1000,10,957.5874755178394,363.58221699798617,363.58221699798617,363.58221699798617,6430.0,6430,6430,6,3.0,3,3,39178320200.0,39178320200,39178320200
0.95,RS,1000,15,863.2761304503689,400.41683080960223,400.41683080960223,400.41683080960223,16305.0,16305,16305,6,4.0,4,4,26306449000.0,26306449000,26306449000
0.95,RS,1000,20,943.227579493435,412.52016225768745,412.52016225768745,412.52016225768745,13117.0,13117,13117,6,4.0,4,4,27950858900.0,27950858900,27950858900
0.95,RS,1000,25,1051.2999328041735,398.4910067739297,398.4910067739297,398.4910067739297,17995.0,17995,17995,6,4.0,4,4,27182723600.0,27182723600,27182723600
0.95,RS,1000,30,1011.2219280891369,398.53386429790737,398.53386429790737,398.53386429790737,20370.0,20370,20370,6,4.0,4,4,28468775500.0,28468775500,28468775500
0.95,RS,1000,40,948.6181320170882,409.08079828207633,409.08079828207633,409.08079828207633,16421.0,16421,16421,6,4.0,4,4,28026991300.0,28026991300,28026991300
0.95,RS,1000,50,991.3153597400208,364.73700424544825,364.73700424544825,364.73700424544825,10911.0,10911,10911,6,3.0,3,3,35599657800.0,35599657800,35599657800
0.95,RS,1000,60,911.5447752045566,388.32388338264695,388.32388338264695,388.32388338264695,10654.0,10654,10654,6,3.0,3,3,70973424900.0,70973424900,70973424900
0.95,RS,1000,70,1048.8649460727195,393.8681338308029,393.8681338308029,393.8681338308029,13746.0,13746,13746,7,3.0,3,3,33863835100.0,33863835100,33863835100
0.95,RS,1000,80,931.7957976907871,394.29458209843824,394.29458209843824,394.29458209843824,12589.0,12589,12589,6,4.0,4,4,30717444900.0,30717444900,30717444900
0.95,RS,1000,90,956.8715991883747,403.12034611985166,403.12034611985166,403.12034611985166,15035.0,15035,15035,6,4.0,4,4,31094013800.0,31094013800,31094013800
0.95,RS,1000,100,1075.7431487503786,394.29458209843824,394.29458209843824,394.29458209843824,14805.0,14805,14805,7,4.0,4,4,29338674600.0,29338674600,29338674600
0.95,RS,1000,150,950.1638330372883,378.60076048215865,378.60076048215865,378.60076048215865,13515.0,13515,13515,6,3.0,3,3,37698270900.0,37698270900,37698270900
0.95,RS,1000,200,930.6212396906781,398.53386429790737,398.53386429790737,398.53386429790737,17175.0,17175,17175,6,4.0,4,4,29700598600.0,29700598600,29700598600
0.95,RS,1000,300,907.3201820049816,358.37230256826217,358.37230256826217,358.37230256826217,16493.0,16493,16493,6,3.0,3,3,34396918600.0,34396918600,34396918600
0.95,RS,1000,400,1001.0737128308067,372.2332533546766,372.2332533546766,372.2332533546766,13985.0,13985,13985,6,3.0,3,3,33649081200.0,33649081200,33649081200
0.95,RS,1000,500,987.2236697534604,402.99061109021727,402.99061109021727,402.99061109021727,16912.0,16912,16912,6,4.0,4,4,33859267000.0,33859267000,33859267000
0.95,RS,1000,1000,997.5215407413435,361.1335001609543,361.1335001609543,361.1335001609543,16529.0,16529,16529,6,3.0,3,3,43938407200.0,43938407200,43938407200
0.95,RE,1000,3,958.64018167888,374.16125653827424,374.16125653827424,374.16125653827424,2086.0,2086,2086,6,3.0,3,3,53262556800.0,53262556800,53262556800
0.95,RE,1000,4,971.6841437658327,375.49857972860036,375.49857972860036,375.49857972860036,6611.0,6611,6611,6,3.0,3,3,52103270100.0,52103270100,52103270100
0.95,RE,1000,5,996.6527460640191,358.37230256826217,358.37230256826217,358.37230256826217,4909.0,4909,4909,6,3.0,3,3,40731559300.0,40731559300,40731559300
0.95,RE,1000,6,949.4800647617174,361.1335001609543,361.1335001609543,361.1335001609543,8093.0,8093,8093,6,3.0,3,3,39876765800.0,39876765800,39876765800
