size_tabu,nb_iteration,avg_fitness,min_fitness,max_fitness,avg_iteration,min_iteration,max_iteration,avg_duration,min_duration,max_duration,avg_truck_removed,avg_truck,min_truck,max_truck,avg_relocate (%),avg_2_opt (%)
4,640,1266.8047303701733,1266.8047303701733,1266.8047303701733,123.0,123,123,2819.6015074253082,2819.6015074253082,2819.6015074253082,11.0,15.0,15,15,95.935,4.065
16,640,1188.6530041878518,1188.6530041878518,1188.6530041878518,212.0,212,212,5694.837739706039,5694.837739706039,5694.837739706039,10.0,15.0,15,15,88.2075,11.7925
