size_tabu,nb_iteration,avg_fitness,min_fitness,max_fitness,avg_iteration,min_iteration,max_iteration,avg_duration,min_duration,max_duration,avg_truck_removed,avg_truck,min_truck,max_truck,avg_relocate (%),avg_2_opt (%)
0,0,1796.1195077056261,1642.950137029555,1985.2510699449858,0.0,0,0,0.0,0.0,0.0,0.0,5.5,4,7,0,0
0,40,771.317236067639,541.7794446594364,1023.0376407219138,23.0,16,31,11.552528440952301,8.31633996963501,14.978740930557251,1.25,4.25,3,5,93.4783,6.5217
0,160,652.6686674973115,520.793483314591,735.0358397166547,26.5,21,36,12.133076846599579,9.894939661026001,16.85939073562622,1.0,4.25,4,5,94.3396,5.6604
0,640,744.8231519034341,667.8447681428167,865.9410442315136,19.25,15,24,8.34509801864624,6.220154523849487,10.027522325515747,0.5,3.75,3,5,94.8052,5.1948
4,0,1673.091302216863,1527.5372325337337,1815.0800828864856,0.0,0,0,0.00025004148483276367,0.0,0.0010001659393310547,0.0,5.75,5,6,0,0
4,40,668.3912511053804,597.5400525561874,774.1714885659101,36.0,32,40,17.8500434756279,15.359369993209839,21.017372131347656,0.5,5.25,4,6,89.5833,10.4167
4,160,590.4119573457865,504.14731567286486,719.3753741396929,54.25,37,83,29.367399215698242,20.865727424621582,43.9901237487793,0.25,4.5,4,5,82.4885,17.5115
4,640,674.3253718815379,598.4536519641279,739.4545069311689,196.5,34,640,118.72660553455353,18.03733205795288,394.9694170951843,0.5,5.0,4,6,62.2137,37.7863
16,0,1735.840820811475,1583.790779052825,1884.0957709110517,0.0,0,0,0.0,0.0,0.0,0.0,4.5,4,5,0,0
16,40,596.2256256660269,544.622354475895,656.8881958308473,40.0,40,40,21.558888375759125,19.566715955734253,24.966108798980713,1.0,4.75,4,5,83.75,16.25
16,160,602.7024974009656,480.95406444139064,698.847592174569,125.75,44,160,72.92624843120575,26.28450345993042,92.65544843673706,0.5,4.25,4,5,62.0278,37.9722
16,640,764.1941266108282,673.4143760251239,822.6607767391819,211.75,61,640,128.71132272481918,35.997992277145386,394.58344292640686,0.25,4.5,3,6,56.0803,43.9197
64,0,1734.7542801972413,1480.3340442387412,1968.6328791421001,0.0,0,0,0.0,0.0,0.0,0.0,5.5,4,7,0,0
64,40,607.7403213795033,537.6561622657583,734.4619715297555,40.0,40,40,21.924793004989624,20.9223530292511,22.644696474075317,1.0,4.5,3,5,86.875,13.125
64,160,615.7445185936223,518.3604342143645,778.4323505455689,142.5,90,160,83.60532832145691,50.70831513404846,97.17899417877197,0.5,4.25,4,5,65.9649,34.0351
64,640,575.3602884192851,525.0102666534194,625.5558267924911,227.75,89,640,133.0753898024559,49.61988067626953,377.84988355636597,1.25,4.5,4,5,59.056,40.944
