size_tabu,nb_iteration,avg_fitness,min_fitness,max_fitness,avg_iteration,min_iteration,max_iteration,avg_duration,min_duration,max_duration,avg_truck_removed,avg_truck,min_truck,max_truck,avg_relocate (%),avg_2_opt (%)
0,0,1550.164396974276,1426.1835561171931,1687.4871899084656,0.0,0,0,0.0,0.0,0.0,0.0,11.5,11,12,0,0
0,40,729.9128072282547,685.2500798038025,753.4759125789889,23.25,17,28,12.93895173072815,9.819775819778442,15.11810040473938,4.5,7.75,7,8,95.6989,4.3011
0,160,676.5475908882822,662.630880103897,692.1395026586632,23.5,20,31,12.01333200931549,10.455336093902588,15.495913982391357,3.5,6.75,6,7,96.8085,3.1915
0,640,721.7782805629706,665.7764662830959,804.1100803212888,28.25,21,40,15.544437289237976,11.407421588897705,21.00069308280945,4.5,7.75,7,9,95.5752,4.4248
4,0,1531.8594864136958,1434.2572711281741,1625.619484417225,0.0,0,0,0.0,0.0,0.0,0.0,11.5,10,12,0,0
4,40,707.7787244496851,651.511298100272,763.6843971374637,38.75,35,40,20.834282517433167,18.886566638946533,23.549675464630127,4.0,7.25,6,8,89.0323,10.9677
4,160,674.9987515400576,615.8943550066012,748.7063211613029,57.5,30,74,35.204688012599945,15.326817750930786,46.52059197425842,4.5,7.0,6,8,79.1304,20.8696
4,640,712.2847823006689,669.5116423613189,758.1555530028922,204.0,44,640,137.47403800487518,26.03657555580139,440.4846098423004,3.25,7.5,7,8,80.5147,19.4853
16,0,1407.2940924000948,1340.38078826975,1492.6303007581266,0.0,0,0,0.0,0.0,0.0,0.0,11.0,11,11,0,0
16,40,669.0212745584148,659.1759716952929,674.8069023819062,40.0,40,40,23.14386796951294,22.650322914123535,24.06300163269043,5.25,6.75,6,7,89.375,10.625
16,160,649.9060308455583,619.2244640585955,677.9622322444364,160.0,160,160,104.060486972332,100.45980739593506,110.5899875164032,3.75,6.5,6,7,79.8438,20.1562
16,640,654.2875510372091,624.3104456044973,671.0816119586796,637.0,628,640,420.6859701871872,407.01727294921875,426.7172408103943,5.25,6.5,6,7,73.4694,26.5306
64,0,1321.0646541316069,1094.4539219508633,1591.064997840617,0.0,0,0,0.00025409460067749023,0.0,0.001016378402709961,0.0,10.0,8,12,0,0
64,40,674.212864244914,642.9961983052909,694.0201721582746,40.0,40,40,22.35515409708023,20.913657188415527,23.48071312904358,4.0,6.75,6,7,93.125,6.875
64,160,665.121173109811,629.571536989882,741.7840165739806,160.0,160,160,100.62771981954575,96.37657761573792,108.67654061317444,3.5,6.5,6,8,82.5,17.5
64,640,660.1532718007286,628.858177538261,679.2245562333119,640.0,640,640,420.338481426239,409.93884897232056,427.1083104610443,4.5,6.25,6,7,77.6172,22.3828
