0.0,0.0,24.732701639406237,4043.2299466586974,2.8212865193684895e-05
0.0,40.0,46.06729972395333,2092.027222019342,787.0995162063175
0.0,160.0,55.53761685400068,1601.2626349339776,1993.1876672903697
0.0,640.0,56.425136167437145,1568.8831997041868,2033.7659074200524
4.0,0.0,25.504631085373113,3920.8565528003996,3.2212999131944445e-05
4.0,40.0,45.32532037733222,2126.2171082283216,800.5521742767758
4.0,160.0,55.471373147876626,1589.3725113359915,2133.5913789537217
4.0,640.0,55.9656807127383,1558.7567121332022,2280.526096953286
16.0,0.0,25.344592035456515,3945.6148981323795,3.070301479763455e-05
16.0,40.0,45.98883072068817,2099.3350633098826,751.0595710542467
16.0,160.0,53.469389670917614,1535.0608592838253,3351.6808133920035
16.0,640.0,42.24157440946816,1516.765962728086,8505.70042096244
64.0,0.0,25.730216369203987,3886.481111880994,2.9722849527994793e-05
64.0,40.0,45.464808548381264,2114.7853678474517,847.1801054212782
64.0,160.0,52.2526499620461,1564.0041351713382,3497.7440185281966
64.0,640.0,33.7570448594608,1557.4785743472903,14048.66038942337
