size_tabu,nb_iteration,avg_fitness,min_fitness,max_fitness,avg_iteration,min_iteration,max_iteration,avg_duration,min_duration,max_duration,avg_truck_removed,avg_truck,min_truck,max_truck,avg_relocate (%),avg_2_opt (%)
0,0,1060.3457450165633,990.7366153775732,1146.3493444939459,0.0,0,0,9.000301361083984e-06,0.0,3.600120544433594e-05,0.0,4.5,3,6,0,0
0,40,548.6789873541445,532.500226512513,577.2012764084253,23.0,18,28,11.83507353067398,8.119864463806152,14.840782642364502,0.75,3.5,3,4,91.3043,8.6957
0,160,506.18528754481906,476.0161966563547,545.8380042831695,23.5,21,29,11.645878493785858,8.905461072921753,13.76865029335022,0.5,3.0,2,4,95.7447,4.2553
0,640,605.6397856402982,505.6579524703577,721.07719688008,16.75,13,20,7.419088244438171,6.149001121520996,8.428128719329834,0.25,2.75,2,3,95.5224,4.4776
4,0,1063.0706662641237,1009.2476186453213,1119.8871181598515,0.0,0,0,0.0,0.0,0.0,0.0,4.5,4,5,0,0
4,40,499.2970656158474,462.8329631027574,536.2471657834225,40.0,40,40,18.82912117242813,15.846337080001831,20.027348041534424,1.5,3.0,3,3,90.625,9.375
4,160,495.8200285883173,452.72235240627555,529.612741853523,46.5,28,64,23.520507633686066,11.689179182052612,36.15498900413513,1.0,3.5,3,4,97.8495,2.1505
4,640,548.3644220825504,520.3011853939972,572.2259803029855,29.5,22,37,12.830315828323364,11.447626113891602,14.72636604309082,1.0,2.75,2,3,97.4576,2.5424
16,0,1052.5046550231898,1002.2091720045975,1090.3617041603623,0.0,0,0,0.0,0.0,0.0,0.0,4.5,4,5,0,0
16,40,521.5283441841332,486.8922881075862,596.8061759712116,40.0,40,40,19.304461359977722,17.177156686782837,22.414548873901367,1.25,3.5,3,4,93.75,6.25
16,160,503.2471063959521,452.3134926033528,598.228715707084,141.0,84,160,78.60006266832352,47.331037521362305,89.80341005325317,0.25,3.0,3,3,81.7376,18.2624
16,640,493.06300034530926,459.4217145873761,562.5510876642779,486.25,272,640,281.49859845638275,145.22195672988892,380.0490200519562,1.25,3.25,2,4,81.1311,18.8689
64,0,1097.240309562695,1049.6840082409271,1168.1870104005905,0.0,0,0,0.0,0.0,0.0,0.0,4.25,3,6,0,0
64,40,477.5322766947172,451.38717220846564,509.9634999965738,40.0,40,40,19.88960498571396,17.9549777507782,20.909064054489136,0.75,3.5,3,4,83.75,16.25
64,160,506.3845061916532,476.55087683033815,533.2447570826405,141.0,89,160,79.23092436790466,47.4559109210968,91.55610513687134,0.5,3.5,3,4,70.5674,29.4326
64,640,499.2183118980728,460.6134495306334,556.7492118544595,431.75,153,640,245.4961708188057,89.99319219589233,366.74197602272034,0.5,3.25,3,4,66.0104,33.9896
