size_tabu,nb_iteration,avg_fitness,min_fitness,max_fitness,avg_iteration,min_iteration,max_iteration,avg_duration,min_duration,max_duration,avg_truck_removed,avg_truck,min_truck,max_truck,avg_relocate (%),avg_2_opt (%)
0,0,4869.683063481485,4869.683063481485,4869.683063481485,0.0,0,0,0.0,0.0,0.0,0.0,34.0,34,34,0,0
0,40,2348.506100480008,2348.506100480008,2348.506100480008,40.0,40,40,764.0158162117004,764.0158162117004,764.0158162117004,10.0,24.0,24,24,100.0,0.0
0,160,1799.716511170686,1799.716511170686,1799.716511170686,104.0,104,104,2071.96838927269,2071.96838927269,2071.96838927269,15.0,18.0,18,18,99.0385,0.9615
4,0,4445.05083898395,4445.05083898395,4445.05083898395,0.0,0,0,0.0,0.0,0.0,0.0,33.0,33,33,0,0
4,40,2397.199512224375,2397.199512224375,2397.199512224375,40.0,40,40,764.755491733551,764.755491733551,764.755491733551,6.0,24.0,24,24,100.0,0.0
4,160,1808.3519851795972,1808.3519851795972,1808.3519851795972,105.0,105,105,2027.8936433792114,2027.8936433792114,2027.8936433792114,13.0,19.0,19,19,93.3333,6.6667
16,0,4576.509598236686,4576.509598236686,4576.509598236686,0.0,0,0,0.0,0.0,0.0,0.0,35.0,35,35,0,0
16,40,2357.65696224733,2357.65696224733,2357.65696224733,40.0,40,40,763.9574310779572,763.9574310779572,763.9574310779572,7.0,24.0,24,24,100.0,0.0
16,160,1800.8117044112741,1800.8117044112741,1800.8117044112741,160.0,160,160,3395.3507735729218,3395.3507735729218,3395.3507735729218,16.0,18.0,18,18,98.75,1.25
64,0,4457.62079916463,4457.62079916463,4457.62079916463,0.0,0,0,0.0,0.0,0.0,0.0,34.0,34,34,0,0
64,40,2361.205103144345,2361.205103144345,2361.205103144345,40.0,40,40,746.043374300003,746.043374300003,746.043374300003,8.0,23.0,23,23,100.0,0.0
64,160,1713.324973778445,1713.324973778445,1713.324973778445,160.0,160,160,3225.3444945812225,3225.3444945812225,3225.3444945812225,14.0,18.0,18,18,96.25,3.75
0,640,1725.4676850855017,1725.4676850855017,1725.4676850855017,113.0,113,113,2269.5228044986725,2269.5228044986725,2269.5228044986725,15.0,18.0,18,18,99.115,0.885
4,640,1677.7931173243828,1677.7931173243828,1677.7931173243828,120.0,120,120,2648.675003051758,2648.675003051758,2648.675003051758,14.0,18.0,18,18,95.8333,4.1667
