size_tabu,nb_iteration,avg_fitness,min_fitness,max_fitness,avg_iteration,min_iteration,max_iteration,avg_duration,min_duration,max_duration,avg_truck_removed,avg_truck,min_truck,max_truck,avg_relocate (%),avg_2_opt (%)
0,0,3619.8849215246473,3619.8849215246473,3619.8849215246473,0.0,0,0,0.00011301040649414062,0.00011301040649414062,0.00011301040649414062,0.0,26.0,26,26,0,0
0,40,1752.6796691567006,1752.6796691567006,1752.6796691567006,40.0,40,40,854.2325701713562,854.2325701713562,854.2325701713562,6.0,20.0,20,20,100.0,0.0
0,160,1262.9941742992528,1262.9941742992528,1262.9941742992528,112.0,112,112,2391.7365939617157,2391.7365939617157,2391.7365939617157,11.0,15.0,15,15,99.1071,0.8929
0,640,1209.4600019917398,1209.4600019917398,1209.4600019917398,97.0,97,97,2497.175474882126,2497.175474882126,2497.175474882126,11.0,15.0,15,15,98.9691,1.0309
4,0,3527.277714734604,3527.277714734604,3527.277714734604,0.0,0,0,0.00014543533325195312,0.00014543533325195312,0.00014543533325195312,0.0,28.0,28,28,0,0
4,40,1850.2291836959578,1850.2291836959578,1850.2291836959578,40.0,40,40,884.7752575874329,884.7752575874329,884.7752575874329,4.0,23.0,23,23,100.0,0.0
4,160,1234.1324868542406,1234.1324868542406,1234.1324868542406,116.0,116,116,2872.8524301052094,2872.8524301052094,2872.8524301052094,12.0,14.0,14,14,98.2759,1.7241
16,0,3399.610402404496,3399.610402404496,3399.610402404496,0.0,0,0,0.00015497207641601562,0.00015497207641601562,0.00015497207641601562,0.0,25.0,25,25,0,0
16,40,1888.7326804781362,1888.7326804781362,1888.7326804781362,40.0,40,40,905.1558933258057,905.1558933258057,905.1558933258057,4.0,23.0,23,23,100.0,0.0
16,160,1167.5983203352764,1167.5983203352764,1167.5983203352764,160.0,160,160,3512.70108962059,3512.70108962059,3512.70108962059,11.0,14.0,14,14,95.0,5.0
64,0,3545.556747843049,3545.556747843049,3545.556747843049,0.0,0,0,0.00013566017150878906,0.00013566017150878906,0.00013566017150878906,0.0,27.0,27,27,0,0
64,40,1820.2759941061552,1820.2759941061552,1820.2759941061552,40.0,40,40,848.0527150630951,848.0527150630951,848.0527150630951,4.0,19.0,19,19,100.0,0.0
64,160,1258.5691267030982,1258.5691267030982,1258.5691267030982,160.0,160,160,3699.6769621372223,3699.6769621372223,3699.6769621372223,11.0,14.0,14,14,94.375,5.625
