size_tabu,nb_iteration,avg_fitness,min_fitness,max_fitness,avg_iteration,min_iteration,max_iteration,avg_duration,min_duration,max_duration,avg_truck_removed,avg_truck,min_truck,max_truck,avg_relocate (%),avg_2_opt (%)
0,0,4752.093738942789,4752.093738942789,4752.093738942789,0.0,0,0,0.0,0.0,0.0,0.0,12.0,12,12,0,0
0,40,2234.5099295100513,2234.5099295100513,2234.5099295100513,40.0,40,40,862.7825348377228,862.7825348377228,862.7825348377228,1.0,10.0,10,10,100.0,0.0
0,160,1637.3919048876874,1637.3919048876874,1637.3919048876874,101.0,101,101,2145.8580260276794,2145.8580260276794,2145.8580260276794,2.0,10.0,10,10,98.0198,1.9802
0,640,1628.065933141785,1628.065933141785,1628.065933141785,99.0,99,99,2172.834916830063,2172.834916830063,2172.834916830063,1.0,9.0,9,9,94.9495,5.0505
4,0,4449.218295449024,4449.218295449024,4449.218295449024,0.0,0,0,0.0,0.0,0.0,0.0,9.0,9,9,0,0
4,40,2177.849219264226,2177.849219264226,2177.849219264226,40.0,40,40,706.758154630661,706.758154630661,706.758154630661,1.0,11.0,11,11,100.0,0.0
4,160,1559.62128454977,1559.62128454977,1559.62128454977,98.0,98,98,2000.684496164322,2000.684496164322,2000.684496164322,1.0,8.0,8,8,96.9388,3.0612
4,640,1584.2117479014182,1584.2117479014182,1584.2117479014182,112.0,112,112,2147.970022916794,2147.970022916794,2147.970022916794,1.0,10.0,10,10,95.5357,4.4643
16,0,4643.203181922379,4643.203181922379,4643.203181922379,0.0,0,0,0.0,0.0,0.0,0.0,12.0,12,12,0,0
16,40,2227.85624204031,2227.85624204031,2227.85624204031,40.0,40,40,676.4925136566162,676.4925136566162,676.4925136566162,0.0,9.0,9,9,100.0,0.0
16,160,1539.6994277534973,1539.6994277534973,1539.6994277534973,142.0,142,142,3532.5299615859985,3532.5299615859985,3532.5299615859985,1.0,10.0,10,10,87.3239,12.6761
64,0,4569.086271947083,4569.086271947083,4569.086271947083,0.0,0,0,0.0,0.0,0.0,0.0,9.0,9,9,0,0
64,40,2138.4260985784535,2138.4260985784535,2138.4260985784535,40.0,40,40,681.0479187965393,681.0479187965393,681.0479187965393,0.0,9.0,9,9,100.0,0.0
64,160,1555.4064894843855,1555.4064894843855,1555.4064894843855,160.0,160,160,3714.3122210502625,3714.3122210502625,3714.3122210502625,1.0,9.0,9,9,85.625,14.375
