size_tabu,nb_iteration,avg_fitness,min_fitness,max_fitness,avg_iteration,min_iteration,max_iteration,avg_duration,min_duration,max_duration,avg_truck_removed,avg_truck,min_truck,max_truck,avg_relocate (%),avg_2_opt (%)
0,0,3728.5033424823437,3728.5033424823437,3728.5033424823437,0.0,0,0,0.0,0.0,0.0,0.0,9.0,9,9,0,0
0,40,1843.1209483052598,1843.1209483052598,1843.1209483052598,40.0,40,40,639.1183586120605,639.1183586120605,639.1183586120605,0.0,9.0,9,9,97.5,2.5
0,160,1448.7440475267592,1448.7440475267592,1448.7440475267592,82.0,82,82,1514.7784678936005,1514.7784678936005,1514.7784678936005,0.0,7.0,7,7,91.4634,8.5366
0,640,1486.6143334417272,1486.6143334417272,1486.6143334417272,99.0,99,99,1876.4934673309326,1876.4934673309326,1876.4934673309326,2.0,8.0,8,8,94.9495,5.0505
4,0,3594.7293920879715,3594.7293920879715,3594.7293920879715,0.0,0,0,0.0,0.0,0.0,0.0,10.0,10,10,0,0
4,40,1988.237261090988,1988.237261090988,1988.237261090988,40.0,40,40,746.010942697525,746.010942697525,746.010942697525,0.0,9.0,9,9,97.5,2.5
4,160,1539.5557910101345,1539.5557910101345,1539.5557910101345,84.0,84,84,1495.1600992679596,1495.1600992679596,1495.1600992679596,0.0,8.0,8,8,96.4286,3.5714
4,640,1380.1320940058436,1380.1320940058436,1380.1320940058436,115.0,115,115,1944.852246761322,1944.852246761322,1944.852246761322,3.0,8.0,8,8,95.6522,4.3478
16,0,3429.799074770716,3429.799074770716,3429.799074770716,0.0,0,0,0.0,0.0,0.0,0.0,8.0,8,8,0,0
16,40,1766.4627980493685,1766.4627980493685,1766.4627980493685,40.0,40,40,540.1754050254822,540.1754050254822,540.1754050254822,0.0,8.0,8,8,100.0,0.0
16,160,1410.77468923529,1410.77468923529,1410.77468923529,160.0,160,160,3280.584893465042,3280.584893465042,3280.584893465042,0.0,8.0,8,8,81.875,18.125
64,0,3405.1090663367754,3405.1090663367754,3405.1090663367754,0.0,0,0,0.0,0.0,0.0,0.0,8.0,8,8,0,0
64,40,1868.5664881783814,1868.5664881783814,1868.5664881783814,40.0,40,40,634.8662583827972,634.8662583827972,634.8662583827972,1.0,10.0,10,10,100.0,0.0
64,160,1544.0396732752463,1544.0396732752463,1544.0396732752463,160.0,160,160,3603.958522796631,3603.958522796631,3603.958522796631,2.0,7.0,7,7,81.25,18.75
