size_tabu,nb_iteration,avg_fitness,min_fitness,max_fitness,avg_iteration,min_iteration,max_iteration,avg_duration,min_duration,max_duration,avg_truck_removed,avg_truck,min_truck,max_truck,avg_relocate (%),avg_2_opt (%)
0,0,988.4372033019896,935.1114651374951,1040.7007434651227,0.0,0,0,0.0,0.0,0.0,0.0,5.0,4,6,0,0
0,40,552.4354106984773,483.15339822675713,591.0270026700131,23.5,20,30,11.002186298370361,8.987145185470581,12.90021276473999,0.75,4.25,4,5,95.7447,4.2553
0,160,537.1430323345392,475.459160680307,569.8433165759351,21.25,16,26,10.247569620609283,6.878341197967529,11.881138801574707,0.5,4.0,3,5,92.9412,7.0588
0,640,524.5576958572091,463.70045031206774,585.9910120653236,26.0,18,32,11.69400006532669,7.895218133926392,14.136254787445068,1.0,4.0,4,4,99.0385,0.9615
4,0,1097.9493562653554,1027.3792299801737,1152.1235342156724,0.0,0,0,0.0,0.0,0.0,0.0,4.75,4,5,0,0
4,40,602.9819599912666,534.8313492523293,670.7922113254788,30.25,20,40,15.89492803812027,9.961026906967163,21.94267463684082,1.0,4.25,3,5,83.4711,16.5289
4,160,524.3908558765432,493.07869160128655,548.0752463041823,49.0,42,57,25.30229812860489,22.762732982635498,31.931578159332275,1.75,3.75,3,5,87.7551,12.2449
4,640,549.8227264756111,501.33175018396554,594.7545181154874,34.75,27,46,18.637534081935883,13.778709650039673,24.127681970596313,0.75,3.75,3,4,85.6115,14.3885
16,0,1044.1985821438752,986.9793894215918,1076.4161927865596,0.0,0,0,0.0,0.0,0.0,0.0,4.75,3,6,0,0
16,40,544.4236732357665,535.274334086462,556.6099143823749,38.25,33,40,20.619225084781647,16.11928081512451,24.30286717414856,0.5,4.0,3,5,82.3529,17.6471
16,160,564.0827582425292,501.7064850472157,657.4414706099355,82.5,59,126,46.65754950046539,33.58660888671875,68.03783440589905,1.0,3.25,2,4,71.2121,28.7879
16,640,545.9854888884681,499.9265576043012,606.451356425242,91.25,41,204,51.84350061416626,21.40109634399414,117.49673771858215,1.25,3.75,3,4,70.411,29.589
64,0,1038.295435334422,991.8556608387485,1088.3385465893343,0.0,0,0,0.0,0.0,0.0,0.0,5.0,3,7,0,0
64,40,536.3020696677149,488.798255463968,568.3320030332964,40.0,40,40,20.018721342086792,19.607795476913452,20.29866099357605,1.25,4.0,4,4,83.75,16.25
64,160,550.6355050478724,523.0888345357305,583.2961322633485,139.0,89,160,82.29807204008102,51.48808550834656,95.9070212841034,0.25,4.75,4,5,60.2518,39.7482
64,640,561.8585495123268,507.6423574065255,601.4288909188066,398.5,148,640,237.7073490023613,85.49875831604004,398.203250169754,0.75,3.75,3,5,54.5169,45.4831
