size_tabu,nb_iteration,avg_fitness,min_fitness,max_fitness,avg_iteration,min_iteration,max_iteration,avg_duration,min_duration,max_duration,avg_truck_removed,avg_truck,min_truck,max_truck,avg_relocate (%),avg_2_opt (%)
0,0,3616.8882482678373,3616.8882482678373,3616.8882482678373,0.0,0,0,0.00011444091796875,0.00011444091796875,0.00011444091796875,0.0,40.0,40,40,0,0
0,40,2183.8010723221155,2183.8010723221155,2183.8010723221155,40.0,40,40,1057.7734048366547,1057.7734048366547,1057.7734048366547,9.0,30.0,30,30,100.0,0.0
0,160,1854.6933142493742,1854.6933142493742,1854.6933142493742,78.0,78,78,1905.4500668048859,1905.4500668048859,1905.4500668048859,14.0,23.0,23,23,100.0,0.0
0,640,1856.5273032157743,1856.5273032157743,1856.5273032157743,70.0,70,70,1745.2373232841492,1745.2373232841492,1745.2373232841492,18.0,23.0,23,23,100.0,0.0
4,0,3684.218822319974,3684.218822319974,3684.218822319974,0.0,0,0,0.0001468658447265625,0.0001468658447265625,0.0001468658447265625,0.0,42.0,42,42,0,0
4,40,2189.3548990479717,2189.3548990479717,2189.3548990479717,40.0,40,40,1064.1704723834991,1064.1704723834991,1064.1704723834991,14.0,28.0,28,28,100.0,0.0
4,160,1782.0178444169678,1782.0178444169678,1782.0178444169678,89.0,89,89,2246.797568798065,2246.797568798065,2246.797568798065,21.0,24.0,24,24,100.0,0.0
4,640,1820.588595812613,1820.588595812613,1820.588595812613,87.0,87,87,2112.5380964279175,2112.5380964279175,2112.5380964279175,16.0,24.0,24,24,100.0,0.0
16,0,3719.4958189197055,3719.4958189197055,3719.4958189197055,0.0,0,0,0.00013446807861328125,0.00013446807861328125,0.00013446807861328125,0.0,40.0,40,40,0,0
16,40,2128.4937639156115,2128.4937639156115,2128.4937639156115,40.0,40,40,1026.2863397598267,1026.2863397598267,1026.2863397598267,9.0,29.0,29,29,100.0,0.0
16,160,1726.6980939304294,1726.6980939304294,1726.6980939304294,160.0,160,160,3641.8148851394653,3641.8148851394653,3641.8148851394653,20.0,22.0,22,22,100.0,0.0
16,640,1815.3431824872998,1815.3431824872998,1815.3431824872998,640.0,640,640,13688.0799472332,13688.0799472332,13688.0799472332,18.0,23.0,23,23,100.0,0.0
64,0,3631.7325896529114,3631.7325896529114,3631.7325896529114,0.0,0,0,0.00014448165893554688,0.00014448165893554688,0.00014448165893554688,0.0,40.0,40,40,0,0
64,40,2216.055382364702,2216.055382364702,2216.055382364702,40.0,40,40,1102.518283367157,1102.518283367157,1102.518283367157,15.0,29.0,29,29,100.0,0.0
64,160,1822.7267898863163,1822.7267898863163,1822.7267898863163,160.0,160,160,3595.9938657283783,3595.9938657283783,3595.9938657283783,16.0,23.0,23,23,100.0,0.0
64,640,1765.6506075356367,1765.6506075356367,1765.6506075356367,640.0,640,640,13486.7251932621,13486.7251932621,13486.7251932621,17.0,21.0,21,21,100.0,0.0
