size_tabu,nb_iteration,avg_fitness,min_fitness,max_fitness,avg_iteration,min_iteration,max_iteration,avg_duration,min_duration,max_duration,avg_truck_removed,avg_truck,min_truck,max_truck,avg_relocate (%),avg_2_opt (%)
16,640,705.9335975626702,705.9335975626702,705.9335975626702,249.0,249,249,175.58273935317993,175.58273935317993,175.58273935317993,4.0,10.0,10,10,100.0,0.0
4,60,703.0436499868688,703.0436499868688,703.0436499868688,60.0,60,60,2081.5681042671204,2081.5681042671204,2081.5681042671204,4.0,10.0,10,10,100.0,0.0
