size_tabu,nb_iteration,avg_fitness,min_fitness,max_fitness,avg_iteration,min_iteration,max_iteration,avg_duration,min_duration,max_duration,avg_truck_removed,avg_truck,min_truck,max_truck,avg_relocate (%),avg_2_opt (%)
0,0,1696.7478309291173,1616.3662512637195,1823.1252567846159,0.0,0,0,0.0,0.0,0.0,0.0,4.75,4,5,0,0
0,40,608.7643310348717,515.1091009193274,705.1019261992212,23.5,21,26,11.352956593036652,10.58639407157898,12.490164041519165,0.5,3.75,3,4,94.6809,5.3191
0,160,714.4476239134262,682.5430502872125,750.4282432061957,20.0,19,21,9.327700436115265,8.701381921768188,9.849555253982544,0.25,4.25,4,5,95.0,5.0
0,640,618.9962128685695,511.035644380898,789.5710952989393,24.25,19,29,11.307784974575043,9.968706369400024,12.558870315551758,0.5,4.0,3,5,91.7526,8.2474
4,0,1556.155636069407,1463.781395351881,1667.4385819192369,0.0,0,0,0.0,0.0,0.0,0.0,5.0,5,5,0,0
4,40,618.3129672495518,585.5050832511314,686.2522955074787,39.5,38,40,20.52405536174774,19.094085216522217,21.38114595413208,1.25,3.75,3,5,85.443,14.557
4,160,545.8464335352201,452.9439112055643,602.5320846381378,55.25,30,76,28.57728660106659,14.927793025970459,39.86541438102722,1.25,3.5,3,4,85.5204,14.4796
4,640,552.4735259272582,467.35225312306284,654.5842682301238,47.75,44,55,25.12623620033264,23.244237422943115,28.4075825214386,1.5,3.0,3,3,85.8639,14.1361
16,0,1618.1090363577302,1473.0917440990909,1795.606081987141,0.0,0,0,0.0,0.0,0.0,0.0,5.0,4,7,0,0
16,40,585.4448669858912,481.96022625523597,654.3775262771712,38.75,35,40,18.976830065250397,17.449423789978027,20.28328013420105,0.75,3.75,3,4,88.3871,11.6129
16,160,611.5088439807712,509.406808740504,681.4789658430246,104.75,37,160,57.675993502140045,19.885008096694946,89.23046803474426,0.5,3.5,3,4,69.4511,30.5489
16,640,532.5139145756748,482.98236134484625,617.0473562807867,246.0,41,425,137.28797632455826,20.00256586074829,242.15884613990784,1.25,3.0,2,4,70.7317,29.2683
64,0,1515.2215378115538,1435.6655064934498,1605.0966389377431,0.0,0,0,0.0,0.0,0.0,0.0,4.5,4,5,0,0
64,40,562.5257249292654,506.83596296027264,606.1899852819776,40.0,40,40,19.18567806482315,17.761035203933716,19.867964029312134,0.75,4.0,3,5,90.625,9.375
64,160,535.4091541403006,475.3097246685396,577.2252610248755,160.0,160,160,89.18564671278,87.940101146698,92.0398199558258,1.25,3.25,3,4,70.7812,29.2188
64,640,522.9005860502582,463.30777472717165,589.9827987342218,494.25,233,640,287.4760739803314,135.56047892570496,385.07009172439575,1.25,3.5,3,4,61.7602,38.2398
