1.00,0.00,1.00,-0.05,0.63,0.55,0.33,-0.05
0.00,1.00,0.00,-0.08,-0.30,0.15,-0.27,-0.51
1.00,0.00,1.00,-0.05,0.63,0.55,0.33,-0.05
-0.05,-0.08,-0.05,1.00,0.07,-0.10,-0.01,0.14
0.63,-0.30,0.63,0.07,1.00,0.07,0.62,0.44
0.55,0.15,0.55,-0.10,0.07,1.00,0.03,-0.35
0.33,-0.27,0.33,-0.01,0.62,0.03,1.00,0.11
-0.05,-0.51,-0.05,0.14,0.44,-0.35,0.11,1.00
