1.00,-0.00,1.00,-0.00,0.93,0.51,0.42,-0.09
-0.00,1.00,0.00,0.00,-0.16,0.12,-0.39,-0.58
1.00,0.00,1.00,-0.00,0.93,0.51,0.42,-0.09
-0.00,0.00,-0.00,1.00,-0.02,-0.02,0.04,-0.02
0.93,-0.16,0.93,-0.02,1.00,0.39,0.51,0.12
0.51,0.12,0.51,-0.02,0.39,1.00,0.15,-0.26
0.42,-0.39,0.42,0.04,0.51,0.15,1.00,0.01
-0.09,-0.58,-0.09,-0.02,0.12,-0.26,0.01,1.00
