1.00,0.00,1.00,0.03,0.86,0.24,0.32,0.14
0.00,1.00,0.00,-0.12,-0.03,0.06,-0.53,0.19
1.00,0.00,1.00,0.03,0.86,0.24,0.32,0.14
0.03,-0.12,0.03,1.00,0.07,0.03,0.15,-0.05
0.86,-0.03,0.86,0.07,1.00,0.40,0.39,0.23
0.24,0.06,0.24,0.03,0.40,1.00,0.20,-0.06
0.32,-0.53,0.32,0.15,0.39,0.20,1.00,-0.25
0.14,0.19,0.14,-0.05,0.23,-0.06,-0.25,1.00
