1.00,0.00,1.00,-0.07,0.88,0.21,0.34,-0.04
0.00,1.00,0.00,0.01,-0.06,0.08,-0.52,-0.68
1.00,0.00,1.00,-0.07,0.88,0.21,0.34,-0.04
-0.07,0.01,-0.07,1.00,-0.10,-0.07,-0.00,0.02
0.88,-0.06,0.88,-0.10,1.00,0.35,0.42,0.05
0.21,0.08,0.21,-0.07,0.35,1.00,0.19,-0.27
0.34,-0.52,0.34,-0.00,0.42,0.19,1.00,0.23
-0.04,-0.68,-0.04,0.02,0.05,-0.27,0.23,1.00
