size_tabu,nb_iteration,avg_fitness,min_fitness,max_fitness,avg_iteration,min_iteration,max_iteration,avg_duration,min_duration,max_duration,avg_truck,min_truck,max_truck,avg_relocate (%),avg_2_opt (%)
0,0,1192.2497824054167,1182.7251298042672,1201.7744350065664,0.0,0,0,0.0,0.0,0.0,16.5,16,17,0,0
0,40,704.4941616991226,682.8954111674063,726.0929122308389,20.0,19,21,13.114433646202087,12.558033227920532,13.670834064483643,10.0,10,10,100.0,0.0
0,160,703.4677295893287,695.6485315637244,711.286927614933,16.0,16,16,11.482449889183044,11.0967276096344,11.86817216873169,10.0,10,10,100.0,0.0
4,0,1095.0438552946102,1061.7585234423118,1128.3291871469085,0.0,0,0,0.0,0.0,0.0,14.5,14,15,0,0
4,40,713.7055996262172,706.0664918161311,721.3447074363035,32.0,26,38,22.56664288043976,18.367881298065186,26.76540446281433,10.0,10,10,100.0,0.0
4,160,682.7814489266492,682.1522790401264,683.410618813172,37.0,33,41,26.79595720767975,21.903955936431885,31.687958478927612,10.0,10,10,100.0,0.0
16,0,1111.9332679489196,1083.1804487258369,1140.6860871720023,0.0,0,0,0.0,0.0,0.0,14.0,13,15,0,0
16,40,689.8355123174745,682.8954111674062,696.7756134675428,40.0,40,40,24.988840699195862,24.695257902145386,25.282423496246338,10.0,10,10,100.0,0.0
16,160,694.2511300296885,682.5686624967067,705.9335975626702,160.0,160,160,96.88975667953491,96.49100685119629,97.28850650787354,10.0,10,10,100.0,0.0
