1.00,0.00,-0.00,0.00,-0.02,-0.25,-0.03,0.01,0.10
0.00,1.00,0.00,1.00,-0.00,0.35,0.32,0.12,-0.04
-0.00,0.00,1.00,0.00,0.01,-0.12,0.08,-0.38,-0.31
0.00,1.00,0.00,1.00,-0.00,0.35,0.32,0.12,-0.04
-0.02,-0.00,0.01,-0.00,1.00,-0.02,0.01,0.00,-0.03
-0.25,0.35,-0.12,0.35,-0.02,1.00,-0.19,0.37,0.12
-0.03,0.32,0.08,0.32,0.01,-0.19,1.00,-0.17,0.05
0.01,0.12,-0.38,0.12,0.00,0.37,-0.17,1.00,-0.03
0.10,-0.04,-0.31,-0.04,-0.03,0.12,0.05,-0.03,1.00
