1.00,0.00,1.00,-0.00,0.93,0.51,0.42,-0.09
0.00,1.00,0.00,0.00,-0.16,0.12,-0.39,-0.58
1.00,0.00,1.00,-0.00,0.93,0.51,0.42,-0.09
-0.01,0.08,-0.01,0.03,-0.07,-0.08,-0.09,-0.11
-0.08,-0.33,-0.08,0.06,0.02,0.02,0.03,0.48
0.65,0.12,0.65,-0.04,0.54,0.91,0.22,-0.25
-0.04,-0.17,-0.04,0.05,-0.02,-0.01,-0.03,0.21
-0.08,-0.54,-0.08,0.01,0.11,-0.16,0.11,0.78
