1.00,0.00,1.00,-0.00,0.08,0.39,0.00,-0.05
0.00,1.00,0.00,-0.07,0.08,0.06,-0.52,-0.12
1.00,0.00,1.00,-0.00,0.08,0.39,0.00,-0.05
-0.00,-0.07,-0.00,1.00,-0.02,-0.13,0.05,0.00
0.08,0.08,0.08,-0.02,1.00,0.03,0.19,0.09
0.39,0.06,0.39,-0.13,0.03,1.00,0.09,-0.14
0.00,-0.52,0.00,0.05,0.19,0.09,1.00,-0.05
-0.05,-0.12,-0.05,0.00,0.09,-0.14,-0.05,1.00
