size_tabu,nb_iteration,avg_fitness,min_fitness,max_fitness,avg_iteration,min_iteration,max_iteration,avg_duration,min_duration,max_duration,avg_truck_removed,avg_truck,min_truck,max_truck,avg_relocate (%),avg_2_opt (%)
0,0,1093.875597887671,1092.7589147294016,1094.9922810459402,0.0,0,0,0.0,0.0,0.0,0.0,14.0,13,15,0,0
0,40,687.039142819594,682.0534548509409,692.0248307882472,19.5,17,22,12.673895359039307,10.51384162902832,14.833949089050293,6.0,10.0,10,10,100.0,0.0
0,160,689.8874990897302,682.8954111674062,696.8795870120542,18.5,16,21,12.148535132408142,10.583067178726196,13.714003086090088,6.5,10.0,10,10,100.0,0.0
4,0,1148.4897414857112,1142.3616438066756,1154.6178391647468,0.0,0,0,0.0,0.0,0.0,0.0,14.5,13,16,0,0
4,40,690.5283580718283,682.0534548509409,699.0032612927158,26.0,23,29,15.434577345848083,14.179331302642822,16.689823389053345,3.5,10.0,10,10,100.0,0.0
4,160,705.173735060415,696.4904878801897,713.8569822406403,31.0,28,34,19.06484031677246,17.623857736587524,20.505822896957397,6.0,10.0,10,10,100.0,0.0
16,0,1166.8698321240959,1109.9062312238507,1223.8334330243408,0.0,0,0,0.0,0.0,0.0,0.0,15.0,14,16,0,0
16,40,683.6285101174487,682.0534548509409,685.2035653839567,40.0,40,40,22.92127537727356,22.558367252349854,23.284183502197266,5.0,10.0,10,10,100.0,0.0
16,160,690.0953925047304,682.0534548509409,698.1373301585198,154.0,148,160,95.43659400939941,90.872230052948,100.00095796585083,5.5,10.0,10,10,100.0,0.0
