size_tabu,nb_iteration,avg,min,max,avg_iteration,min_iteration,max_iteration,avg_relocate (%),avg_2_opt (%)
0,0,1029.7558920331185,994.6615638627117,1055.7806187063131,0.0,0,0,0,0
