0.0,0.0,123.66350785187133,4043.2299466586974,2.8212865193684895e-05
0.0,40.0,201.16053696931073,2092.027222019342,787.0995162063175
0.0,160.0,192.46636834923504,1601.2626349339776,1993.1876672903697
0.0,640.0,193.3662869474126,1568.8831997041868,2033.7659074200524
4.0,0.0,127.52315500778332,3920.8565528003996,3.2212999131944445e-05
4.0,40.0,197.90276930764784,2126.2171082283216,800.5521742767758
4.0,160.0,188.2410909998048,1589.3725113359915,2133.5913789537217
4.0,640.0,185.25244138524747,1558.7567121332022,2280.526096953286
16.0,0.0,126.72295978284194,3945.6148981323795,3.070301479763455e-05
16.0,40.0,202.03123424495732,2099.3350633098826,751.0595710542467
16.0,160.0,155.71951878359044,1535.0608592838253,3351.6808133920035
16.0,640.0,86.66087742919625,1516.765962728086,8505.70042096244
64.0,0.0,128.65108145246325,3886.481111880994,2.9722849527994793e-05
64.0,40.0,196.97637943959813,2114.7853678474517,847.1801054212782
64.0,160.0,150.9262580914287,1564.0041351713382,3497.7440185281966
64.0,640.0,58.2627757685198,1557.4785743472903,14048.66038942337
