0.0,0.0,393.8731810784489,1269.444135428872,9.000301361083984e-07
0.0,40.0,787.1122911231456,628.8618209892896,12.743115150928498
0.0,160.0,802.3088159122323,617.0469945908183,12.308867383003236
0.0,640.0,783.9907990852716,631.6738068729098,12.17755972146988
4.0,0.0,391.8134646039114,1276.11743921811,2.5004148483276367e-05
4.0,40.0,804.2520303198376,611.2222921532041,20.946743661165236
4.0,160.0,830.0009786763807,587.9908114498041,28.836233574151994
4.0,640.0,796.0265740390635,605.6532387790461,44.93299058675766
16.0,0.0,400.22712523317585,1249.2906364322398,0.0
16.0,40.0,819.3356323314551,599.1852312781215,22.130587977170944
16.0,160.0,790.7790646895069,590.6398152468139,83.29608306884765
16.0,640.0,712.6017826184928,591.5280932722329,220.25211886763572
64.0,0.0,403.86641400748397,1238.033103255267,5.034208297729492e-05
64.0,40.0,827.6802412534993,592.9872508224046,22.221550595760345
64.0,160.0,790.879895975654,588.2820863081154,87.85031697750091
64.0,640.0,706.641983441935,578.2262408510171,258.6912876069546
