AVG_MU,MIN_MU,MAX_MU,OPT_USED,N2,AVG_T0,MIN_T0,MAX_T0,F0,F_AVG,F_MIN,F_MAX,AVG_BEST_AT,MIN_BEST_AT,MAX_BEST_AT,INIT_NB_TRUCKS,AVG_NB_TRUCKS,MIN_NB_TRUCKS,MAX_NB_TRUCKS,AVG_EXEC_T,MIN_EXEC_T,MAX_EXEC_T,AVG_N1,MIN_N1,MAX_N1,WAY
0.3184394613886729,0.30505467744891246,0.3296012865449381,RS,10000,599.6889386539126,459.5428717730216,762.065882358842,3618.2596110319396,1341.800344504427,1223.1571923073384,1451.8520792863283,94553.4,86639,106052,10,6.8,6,8,270923388860.0,236960623300,299699583200,11.51996293683986,10.126402539330664,13.040325430178067,SQRT
