AVG_MU,MIN_MU,MAX_MU,OPT_USED,N2,AVG_T0,MIN_T0,MAX_T0,F0,F_AVG,F_MIN,F_MAX,AVG_BEST_AT,MIN_BEST_AT,MAX_BEST_AT,INIT_NB_TRUCKS,AVG_NB_TRUCKS,MIN_NB_TRUCKS,MAX_NB_TRUCKS,AVG_EXEC_T,MIN_EXEC_T,MAX_EXEC_T,AVG_N1,MIN_N1,MAX_N1,WAY
0.32741505502242113,0.32220240844672526,0.3310005381124134,RS,10000,320.1055863257041,159.11754683819717,524.7733435960532,1111.5206516831072,591.2809920884785,488.794405393637,706.0415744445723,45340.4,20839,65461,3,2.6,2,3,70853256260.0,53567750100,82952654700,8.266926916360793,5.958695702742372,10.821265523267384,SQRT
