AVG_MU,MIN_MU,MAX_MU,OPT_USED,N2,AVG_T0,MIN_T0,MAX_T0,F0,F_AVG,F_MIN,F_MAX,AVG_BEST_AT,MIN_BEST_AT,MAX_BEST_AT,INIT_NB_TRUCKS,AVG_NB_TRUCKS,MIN_NB_TRUCKS,MAX_NB_TRUCKS,AVG_EXEC_T,MIN_EXEC_T,MAX_EXEC_T,AVG_N1,MIN_N1,MAX_N1,WAY
0.22750058432695397,0.20475175898464576,0.25296950312490424,RS,10000,308.83753979146394,185.213160642663,515.5731345771775,903.1853965806613,426.34427660921267,411.7202102900127,447.74560695513117,44865.6,37392,56437,6,4.2,4,5,63375165260.0,43979470500,87336011900,8.142417803383491,6.428773010142218,10.72598807624502,SQRT
