AVG_MU,MIN_MU,MAX_MU,OPT_USED,N2,AVG_T0,MIN_T0,MAX_T0,F0,F_AVG,F_MIN,F_MAX,AVG_BEST_AT,MIN_BEST_AT,MAX_BEST_AT,INIT_NB_TRUCKS,AVG_NB_TRUCKS,MIN_NB_TRUCKS,MAX_NB_TRUCKS,AVG_EXEC_T,MIN_EXEC_T,MAX_EXEC_T,AVG_N1,MIN_N1,MAX_N1,WAY
0.3230405720779769,0.30919823227718873,0.32877561012826423,RS,10000,591.8167728402092,398.90979230198957,820.8506157563899,3778.841791296106,1660.761803803932,1648.9616178466279,1676.6044578622666,90673.6,80477,104191,40,19.4,19,20,717009428225.0,604721123700,829297732750,11.405968239750727,9.434730929299455,13.53393961484743,SQRT
0.21008986407350383,0.20460308976599662,0.2146569084730706,RS,10000,710.7081052258471,339.29072913948704,1314.8010855009425,3557.013619443411,1733.340549965523,1671.700099303931,1800.7935298163036,42015.4,37230,49811,43,20.0,19,21,207008419140.0,177852439100,259948610100,4.969437750511876,4.326917361166326,5.6815006806317765,LN
0.23706549524546397,0.20423530586089475,0.2641207684406455,RS,10000,605.8019426696067,480.3361224027483,808.3877424858813,3733.351018003679,1658.7934283940108,1647.903043411667,1673.714324538231,121919.6,115409,130606,40,19.8,19,20,1069120740220.0,926410828100,1222129230700,23.142622247782164,20.70593230718638,26.861609162310167,2SQRT
0.3120207570378916,0.2989297425403714,0.32212159394885626,RS,10000,804.8983552804195,459.6305744413573,1420.7383561717543,3483.408255989105,1665.484559657441,1656.2427957496086,1682.0412194629887,85110.6,76435,93901,43,19.8,19,20,453647807340.0,392769163000,514469099400,10.223852190451828,9.260966162052602,11.517983995667441,2LN
0.31537022080229826,0.29033919447702944,0.3343874053514818,RSE,10000,694.4816616482162,431.24131163212627,1031.4545043651547,3466.691135526895,1720.503900094597,1601.5113860970655,1866.7457174036017,87769.6,75074,96977,36,12.8,12,13,1175836676450.0,869897948000,1481775404900,12.295144582007339,9.809623731366583,15.171104808914828,SQRT
0.21040891256876887,0.20720942710476536,0.21268381313047244,RSE,10000,483.19395131590954,393.60425916571216,553.2511444235043,3576.728633403412,1858.4060823144264,1737.0879303151369,1964.7488953148586,37759.6,36326,38781,39,13.0,13,13,402738712540.0,348627952800,439760722500,4.6723265064526185,4.475405999411134,4.815872060716281,LN
0.24541913823625924,0.2131324692659131,0.2863339638640112,RSE,10000,564.1856129519749,391.90719709515304,735.4188158706824,3805.0379666994427,1821.2805710519049,1580.5599833921212,1920.985284610324,110112.8,102736,116046,41,12.2,12,13,2369551722160.0,1937017135700,3312987786600,22.254820633833027,18.703108163662037,25.620614065761576,2SQRT
0.3114198898851576,0.30795685587234567,0.3211215682689955,RSE,10000,699.516155018928,510.5351225838348,850.4051014903077,3521.9304302550095,1834.303972549073,1665.3086626512993,2000.6735846459228,79245.8,71525,84522,39,12.8,12,13,991492232120.0,854172578600,1227957868600,10.073520996244028,9.471038897677351,10.491545678361012,2LN
